350.0,;500.0
350.0,;4.666.666.666.666.660
350.0,;500.0
351.0,;4.833.333.333.333.330
351.0,;475.0
351.0,;4.666.666.666.666.660
352.0,;4.583.333.333.333.330
352.0,;4.583.333.333.333.330
353.0,;4.583.333.333.333.330
353.0,;35.833.333.333.333.300
353.0,;38.333.333.333.333.300
354.0,;34.166.666.666.666.600
354.0,;34.166.666.666.666.600
354.0,;31.666.666.666.666.600
355.0,;29.166.666.666.666.600
355.0,;30.833.333.333.333.300
356.0,;350.0
356.0,;350.0
356.0,;375.0
357.0,;4.166.666.666.666.660
357.0,;4.416.666.666.666.660
358.0,;4.666.666.666.666.660
358.0,;425.0
358.0,;4.666.666.666.666.660
359.0,;450.0
359.0,;4.416.666.666.666.660
359.0,;38.333.333.333.333.300
360.0,;35.833.333.333.333.300
360.0,;31.666.666.666.666.600
361.0,;375.0
361.0,;375.0
361.0,;33.333.333.333.333.300
362.0,;29.166.666.666.666.600
362.0,;275.0
362.0,;275.0
363.0,;300.0
363.0,;29.166.666.666.666.600
364.0,;25.833.333.333.333.300
364.0,;28.333.333.333.333.300
364.0,;28.333.333.333.333.300
365.0,;29.166.666.666.666.600
365.0,;300.0
365.0,;325.0
366.0,;29.166.666.666.666.600
366.0,;29.166.666.666.666.600
367.0,;325.0
367.0,;33.333.333.333.333.300
367.0,;31.666.666.666.666.600
368.0,;31.666.666.666.666.600
368.0,;28.333.333.333.333.300
368.0,;28.333.333.333.333.300
369.0,;275.0
369.0,;23.333.333.333.333.300
370.0,;225.0
370.0,;21.666.666.666.666.600
370.0,;225.0
371.0,;225.0
371.0,;250.0
371.0,;29.166.666.666.666.600
372.0,;29.166.666.666.666.600
372.0,;300.0
373.0,;31.666.666.666.666.600
373.0,;30.833.333.333.333.300
373.0,;325.0
374.0,;26.666.666.666.666.600
374.0,;24.166.666.666.666.600
374.0,;250.0
375.0,;250.0
375.0,;250.0
376.0,;24.166.666.666.666.600
376.0,;23.333.333.333.333.300
376.0,;250.0
377.0,;250.0
377.0,;-26.666.666.666.666.600
377.0,;-250.0
378.0,;-250.0
378.0,;-20.833.333.333.333.300
379.0,;-19.166.666.666.666.600
379.0,;-175.0
379.0,;-16.666.666.666.666.600
380.0,;35.833.333.333.333.300
380.0,;35.833.333.333.333.300
381.0,;35.833.333.333.333.300
381.0,;36.666.666.666.666.600
381.0,;34.166.666.666.666.600
382.0,;31.666.666.666.666.600
382.0,;300.0
382.0,;28.333.333.333.333.300
383.0,;29.166.666.666.666.600
383.0,;300.0
384.0,;28.333.333.333.333.300
384.0,;29.166.666.666.666.600
384.0,;29.166.666.666.666.600
385.0,;28.333.333.333.333.300
385.0,;300.0
385.0,;28.333.333.333.333.300
386.0,;26.666.666.666.666.600
386.0,;26.666.666.666.666.600
387.0,;275.0
387.0,;275.0
387.0,;29.166.666.666.666.600
388.0,;275.0
388.0,;28.333.333.333.333.300
388.0,;300.0
389.0,;300.0
389.0,;26.666.666.666.666.600
390.0,;275.0
390.0,;275.0
390.0,;275.0
391.0,;275.0
391.0,;26.666.666.666.666.600
391.0,;26.666.666.666.666.600
392.0,;275.0
392.0,;29.166.666.666.666.600
392.0,;31.666.666.666.666.600
393.0,;29.166.666.666.666.600
393.0,;300.0
394.0,;26.666.666.666.666.600
394.0,;25.833.333.333.333.300
394.0,;23.333.333.333.333.300
395.0,;24.166.666.666.666.600
395.0,;24.166.666.666.666.600
395.0,;26.666.666.666.666.600
396.0,;25.833.333.333.333.300
396.0,;275.0
397.0,;25.833.333.333.333.300
397.0,;26.666.666.666.666.600
397.0,;25.833.333.333.333.300
398.0,;250.0
398.0,;23.333.333.333.333.300
398.0,;24.166.666.666.666.600
399.0,;24.166.666.666.666.600
399.0,;25.833.333.333.333.300
400.0,;25.833.333.333.333.300
400.0,;250.0
400.0,;250.0
401.0,;26.666.666.666.666.600
401.0,;275.0
401.0,;275.0
402.0,;28.333.333.333.333.300
402.0,;25.833.333.333.333.300
403.0,;275.0
403.0,;275.0
403.0,;275.0
404.0,;29.166.666.666.666.600
404.0,;29.166.666.666.666.600
404.0,;28.333.333.333.333.300
405.0,;29.166.666.666.666.600
405.0,;29.166.666.666.666.600
406.0,;30.833.333.333.333.300
406.0,;31.666.666.666.666.600
406.0,;31.666.666.666.666.600
407.0,;30.833.333.333.333.300
407.0,;325.0
407.0,;31.666.666.666.666.600
408.0,;31.666.666.666.666.600
408.0,;33.333.333.333.333.300
409.0,;33.333.333.333.333.300
409.0,;34.166.666.666.666.600
409.0,;350.0
410.0,;350.0
410.0,;350.0
410.0,;350.0
411.0,;350.0
411.0,;350.0
412.0,;35.833.333.333.333.300
412.0,;35.833.333.333.333.300
412.0,;35.833.333.333.333.300
413.0,;35.833.333.333.333.300
413.0,;36.666.666.666.666.600
413.0,;375.0
414.0,;36.666.666.666.666.600
414.0,;39.166.666.666.666.600
414.0,;400.0
415.0,;39.166.666.666.666.600
415.0,;39.166.666.666.666.600
416.0,;39.166.666.666.666.600
416.0,;400.0
416.0,;4.083.333.333.333.330
417.0,;4.333.333.333.333.330
417.0,;4.333.333.333.333.330
417.0,;4.333.333.333.333.330
418.0,;4.333.333.333.333.330
418.0,;4.333.333.333.333.330
419.0,;4.333.333.333.333.330
419.0,;4.416.666.666.666.660
419.0,;4.416.666.666.666.660
420.0,;450.0
420.0,;4.583.333.333.333.330
420.0,;4.666.666.666.666.660
421.0,;4.666.666.666.666.660
421.0,;4.666.666.666.666.660
422.0,;4.666.666.666.666.660
422.0,;4.666.666.666.666.660
422.0,;4.666.666.666.666.660
423.0,;475.0
423.0,;475.0
423.0,;4.833.333.333.333.330
424.0,;4.833.333.333.333.330
424.0,;4.916.666.666.666.660
424.0,;4.833.333.333.333.330
425.0,;4.833.333.333.333.330
425.0,;4.916.666.666.666.660
426.0,;4.916.666.666.666.660
426.0,;4.916.666.666.666.660
426.0,;500.0
427.0,;5.083.333.333.333.330
427.0,;5.083.333.333.333.330
427.0,;5.166.666.666.666.660
428.0,;525.0
428.0,;525.0
429.0,;525.0
429.0,;525.0
429.0,;525.0
430.0,;525.0
430.0,;525.0
430.0,;525.0
431.0,;525.0
431.0,;5.333.333.333.333.330
432.0,;5.333.333.333.333.330
432.0,;5.416.666.666.666.660
432.0,;550.0
433.0,;550.0
433.0,;550.0
433.0,;550.0
434.0,;550.0
434.0,;5.583.333.333.333.330
434.0,;5.666.666.666.666.660
435.0,;5.666.666.666.666.660
435.0,;5.666.666.666.666.660
436.0,;5.666.666.666.666.660
436.0,;5.666.666.666.666.660
436.0,;5.666.666.666.666.660
437.0,;5.666.666.666.666.660
437.0,;5.666.666.666.666.660
437.0,;5.583.333.333.333.330
438.0,;575.0
438.0,;5.833.333.333.333.330
439.0,;5.833.333.333.333.330
439.0,;5.833.333.333.333.330
439.0,;5.833.333.333.333.330
440.0,;5.916.666.666.666.660
440.0,;5.916.666.666.666.660
440.0,;600.0
441.0,;600.0
441.0,;600.0
441.0,;600.0
442.0,;600.0
442.0,;600.0
443.0,;600.0
443.0,;6.166.666.666.666.660
443.0,;6.166.666.666.666.660
444.0,;625.0
444.0,;625.0
444.0,;625.0
445.0,;625.0
445.0,;6.333.333.333.333.330
446.0,;6.333.333.333.333.330
446.0,;6.333.333.333.333.330
446.0,;6.416.666.666.666.660
447.0,;650.0
447.0,;650.0
447.0,;650.0
448.0,;650.0
448.0,;6.583.333.333.333.330
448.0,;6.583.333.333.333.330
449.0,;6.583.333.333.333.330
449.0,;6.583.333.333.333.330
450.0,;6.833.333.333.333.330
450.0,;6.833.333.333.333.330
450.0,;725.0
451.0,;7.333.333.333.333.330
451.0,;7.333.333.333.333.330
451.0,;7.333.333.333.333.330
452.0,;7.333.333.333.333.330
452.0,;7.333.333.333.333.330
453.0,;35.083.333.333.333.300
453.0,;7.333.333.333.333.330
453.0,;7.416.666.666.666.660
454.0,;7.416.666.666.666.660
454.0,;7.416.666.666.666.660
454.0,;7.416.666.666.666.660
455.0,;7.416.666.666.666.660
455.0,;7.416.666.666.666.660
455.0,;7.416.666.666.666.660
456.0,;7.416.666.666.666.660
456.0,;7.416.666.666.666.660
457.0,;7.416.666.666.666.660
457.0,;750.0
457.0,;750.0
458.0,;750.0
458.0,;750.0
458.0,;750.0
459.0,;750.0
459.0,;750.0
459.0,;750.0
460.0,;7.583.333.333.333.330
460.0,;7.583.333.333.333.330
461.0,;7.583.333.333.333.330
461.0,;7.583.333.333.333.330
461.0,;7.583.333.333.333.330
462.0,;7.583.333.333.333.330
462.0,;7.583.333.333.333.330
462.0,;7.583.333.333.333.330
463.0,;7.583.333.333.333.330
463.0,;7.583.333.333.333.330
463.0,;775.0
464.0,;7.666.666.666.666.660
464.0,;7.833.333.333.333.330
465.0,;7.833.333.333.333.330
465.0,;7.833.333.333.333.330
465.0,;7.833.333.333.333.330
466.0,;7.916.666.666.666.660
466.0,;7.916.666.666.666.660
466.0,;7.916.666.666.666.660
467.0,;7.916.666.666.666.660
467.0,;7.916.666.666.666.660
467.0,;800.0
468.0,;800.0
468.0,;8.083.333.333.333.330
469.0,;8.166.666.666.666.660
469.0,;8.166.666.666.666.660
469.0,;825.0
470.0,;825.0
470.0,;8.166.666.666.666.660
470.0,;825.0
471.0,;8.333.333.333.333.330
471.0,;825.0
472.0,;8.166.666.666.666.660
472.0,;825.0
472.0,;8.333.333.333.333.330
473.0,;8.416.666.666.666.660
473.0,;8.416.666.666.666.660
473.0,;850.0
474.0,;850.0
474.0,;850.0
474.0,;850.0
475.0,;8.583.333.333.333.330
475.0,;8.583.333.333.333.330
476.0,;8.583.333.333.333.330
476.0,;8.583.333.333.333.330
476.0,;8.583.333.333.333.330
477.0,;8.583.333.333.333.330
477.0,;8.583.333.333.333.330
477.0,;8.583.333.333.333.330
478.0,;8.583.333.333.333.330
478.0,;8.583.333.333.333.330
478.0,;8.666.666.666.666.660
479.0,;8.666.666.666.666.660
479.0,;8.666.666.666.666.660
480.0,;875.0
480.0,;875.0
480.0,;8.833.333.333.333.330
481.0,;8.833.333.333.333.330
481.0,;8.833.333.333.333.330
481.0,;8.833.333.333.333.330
482.0,;8.833.333.333.333.330
482.0,;8.833.333.333.333.330
482.0,;8.833.333.333.333.330
483.0,;8.916.666.666.666.660
483.0,;9.083.333.333.333.330
484.0,;9.166.666.666.666.660
484.0,;925.0
484.0,;925.0
485.0,;925.0
485.0,;925.0
485.0,;925.0
486.0,;925.0
486.0,;925.0
486.0,;925.0
487.0,;925.0
487.0,;925.0
487.0,;925.0
488.0,;925.0
488.0,;925.0
489.0,;9.333.333.333.333.330
489.0,;9.333.333.333.333.330
489.0,;950.0
490.0,;950.0
490.0,;950.0
490.0,;950.0
491.0,;950.0
491.0,;9.583.333.333.333.330
491.0,;9.666.666.666.666.660
492.0,;975.0
492.0,;9.916.666.666.666.660
493.0,;9.916.666.666.666.660
493.0,;9.916.666.666.666.660
493.0,;1000.0
494.0,;10.083.333.333.333.300
494.0,;10.166.666.666.666.600
494.0,;10.166.666.666.666.600
495.0,;1025.0
495.0,;10.333.333.333.333.300
495.0,;10.333.333.333.333.300
496.0,;10.333.333.333.333.300
496.0,;10.333.333.333.333.300
497.0,;10.416.666.666.666.600
497.0,;10.416.666.666.666.600
497.0,;10.666.666.666.666.600
498.0,;1075.0
498.0,;1075.0
498.0,;10.916.666.666.666.600
499.0,;11.166.666.666.666.600
499.0,;11.333.333.333.333.300
499.0,;11.333.333.333.333.300
500.0,;11.333.333.333.333.300
500.0,;1150.0
501.0,;1150.0
501.0,;11.583.333.333.333.300
501.0,;11.583.333.333.333.300
502.0,;1200.0
502.0,;12.083.333.333.333.300
502.0,;1225.0
503.0,;12.416.666.666.666.600
503.0,;12.416.666.666.666.600
503.0,;12.416.666.666.666.600
504.0,;12.666.666.666.666.600
504.0,;12.833.333.333.333.300
504.0,;12.916.666.666.666.600
505.0,;13.083.333.333.333.300
505.0,;13.333.333.333.333.300
506.0,;13.583.333.333.333.300
506.0,;1375.0
506.0,;1375.0
507.0,;13.916.666.666.666.600
507.0,;1400.0
507.0,;14.416.666.666.666.600
508.0,;1450.0
508.0,;14.666.666.666.666.600
508.0,;14.833.333.333.333.300
509.0,;14.916.666.666.666.600
509.0,;15.083.333.333.333.300
510.0,;15.083.333.333.333.300
510.0,;15.416.666.666.666.600
510.0,;15.833.333.333.333.300
511.0,;1600.0
511.0,;16.083.333.333.333.300
511.0,;16.416.666.666.666.600
512.0,;16.666.666.666.666.600
512.0,;16.916.666.666.666.600
512.0,;1700.0
513.0,;1725.0
513.0,;17.333.333.333.333.300
513.0,;17.583.333.333.333.300
514.0,;17.666.666.666.666.600
514.0,;1775.0
515.0,;18.166.666.666.666.600
515.0,;18.416.666.666.666.600
515.0,;18.416.666.666.666.600
516.0,;18.583.333.333.333.300
516.0,;1875.0
516.0,;18.833.333.333.333.300
517.0,;19.166.666.666.666.600
517.0,;19.416.666.666.666.600
517.0,;19.583.333.333.333.300
518.0,;19.916.666.666.666.600
518.0,;2000.0
518.0,;20.166.666.666.666.600
519.0,;2.058.333.333.333.330
519.0,;2.091.666.666.666.660
520.0,;2.091.666.666.666.660
520.0,;2100.0
520.0,;2125.0
521.0,;2.141.666.666.666.660
521.0,;2175.0
521.0,;2.208.333.333.333.330
522.0,;2.216.666.666.666.660
522.0,;2225.0
522.0,;2250.0
523.0,;2.283.333.333.333.330
523.0,;2.308.333.333.333.330
524.0,;2.316.666.666.666.660
524.0,;2325.0
524.0,;2325.0
525.0,;2350.0
525.0,;2375.0
525.0,;2400.0
526.0,;2.408.333.333.333.330
526.0,;2.408.333.333.333.330
526.0,;2.416.666.666.666.660
527.0,;2425.0
527.0,;2475.0
527.0,;2500.0
528.0,;2.508.333.333.333.330
528.0,;2525.0
529.0,;2.533.333.333.333.330
529.0,;2550.0
529.0,;2550.0
530.0,;2.566.666.666.666.660
530.0,;2.591.666.666.666.660
530.0,;2.591.666.666.666.660
531.0,;2.608.333.333.333.330
531.0,;2625.0
531.0,;2625.0
532.0,;2625.0
532.0,;2.641.666.666.666.660
532.0,;2650.0
533.0,;2.666.666.666.666.660
533.0,;2.691.666.666.666.660
534.0,;2.708.333.333.333.330
534.0,;2725.0
534.0,;2.733.333.333.333.330
535.0,;2.733.333.333.333.330
535.0,;2.741.666.666.666.660
535.0,;2.741.666.666.666.660
536.0,;2.741.666.666.666.660
536.0,;2775.0
536.0,;2.783.333.333.333.330
537.0,;2.791.666.666.666.660
537.0,;2800.0
537.0,;2825.0
538.0,;2.833.333.333.333.330
538.0,;2.833.333.333.333.330
538.0,;2.833.333.333.333.330
539.0,;2.833.333.333.333.330
539.0,;2.833.333.333.333.330
540.0,;2.833.333.333.333.330
540.0,;2.841.666.666.666.660
540.0,;2850.0
541.0,;2850.0
541.0,;2875.0
541.0,;2875.0
542.0,;2.883.333.333.333.330
542.0,;2900.0
542.0,;2.916.666.666.666.660
543.0,;2925.0
543.0,;2.933.333.333.333.330
543.0,;2.933.333.333.333.330
544.0,;2950.0
544.0,;2950.0
545.0,;2.958.333.333.333.330
545.0,;2.958.333.333.333.330
545.0,;2.966.666.666.666.660
546.0,;2.966.666.666.666.660
546.0,;2.983.333.333.333.330
546.0,;2.983.333.333.333.330
547.0,;2.983.333.333.333.330
547.0,;2.983.333.333.333.330
547.0,;2.991.666.666.666.660
548.0,;2.991.666.666.666.660
548.0,;3.008.333.333.333.330
548.0,;3025.0
549.0,;3.033.333.333.333.330
549.0,;3.041.666.666.666.660
550.0,;3.058.333.333.333.330
550.0,;3.058.333.333.333.330
550.0,;3.058.333.333.333.330
551.0,;3.058.333.333.333.330
551.0,;3.058.333.333.333.330
551.0,;3.066.666.666.666.660
552.0,;3.066.666.666.666.660
552.0,;3.083.333.333.333.330
552.0,;3.083.333.333.333.330
553.0,;3.091.666.666.666.660
553.0,;3100.0
553.0,;3.108.333.333.333.330
554.0,;3.108.333.333.333.330
554.0,;3.108.333.333.333.330
554.0,;3.108.333.333.333.330
555.0,;3.116.666.666.666.660
555.0,;3.116.666.666.666.660
556.0,;3.116.666.666.666.660
556.0,;3.116.666.666.666.660
556.0,;3.116.666.666.666.660
557.0,;3.116.666.666.666.660
557.0,;3.116.666.666.666.660
557.0,;3.116.666.666.666.660
558.0,;3.116.666.666.666.660
558.0,;3.116.666.666.666.660
558.0,;3.116.666.666.666.660
559.0,;3.116.666.666.666.660
559.0,;3.116.666.666.666.660
559.0,;3.116.666.666.666.660
560.0,;3125.0
560.0,;3.133.333.333.333.330
560.0,;3125.0
561.0,;3.116.666.666.666.660
561.0,;3.116.666.666.666.660
562.0,;3.116.666.666.666.660
562.0,;3.116.666.666.666.660
562.0,;3.116.666.666.666.660
563.0,;3.116.666.666.666.660
563.0,;3.116.666.666.666.660
563.0,;3.116.666.666.666.660
564.0,;3.116.666.666.666.660
564.0,;3125.0
564.0,;3125.0
565.0,;3.116.666.666.666.660
565.0,;3125.0
565.0,;3.108.333.333.333.330
566.0,;3.108.333.333.333.330
566.0,;3.108.333.333.333.330
566.0,;3.108.333.333.333.330
567.0,;3.108.333.333.333.330
567.0,;3.108.333.333.333.330
568.0,;3.108.333.333.333.330
568.0,;3.091.666.666.666.660
568.0,;3.083.333.333.333.330
569.0,;3075.0
569.0,;3075.0
569.0,;3075.0
570.0,;3.066.666.666.666.660
570.0,;3.066.666.666.666.660
570.0,;3.066.666.666.666.660
571.0,;3.066.666.666.666.660
571.0,;3.058.333.333.333.330
571.0,;3.066.666.666.666.660
572.0,;3.058.333.333.333.330
572.0,;3.058.333.333.333.330
572.0,;3050.0
573.0,;3.041.666.666.666.660
573.0,;3.033.333.333.333.330
574.0,;3.033.333.333.333.330
574.0,;3025.0
574.0,;3.016.666.666.666.660
575.0,;3.016.666.666.666.660
575.0,;3.008.333.333.333.330
575.0,;2.991.666.666.666.660
576.0,;2.983.333.333.333.330
576.0,;2.983.333.333.333.330
576.0,;2.983.333.333.333.330
577.0,;2.983.333.333.333.330
577.0,;2975.0
577.0,;2975.0
578.0,;2975.0
578.0,;2.983.333.333.333.330
578.0,;2.983.333.333.333.330
579.0,;2.983.333.333.333.330
579.0,;2.983.333.333.333.330
579.0,;2.983.333.333.333.330
580.0,;2.983.333.333.333.330
580.0,;2.983.333.333.333.330
581.0,;2.983.333.333.333.330
581.0,;2.983.333.333.333.330
581.0,;2975.0
582.0,;2.966.666.666.666.660
582.0,;2.966.666.666.666.660
582.0,;2.966.666.666.666.660
583.0,;2.966.666.666.666.660
583.0,;2.966.666.666.666.660
583.0,;2.966.666.666.666.660
584.0,;2.966.666.666.666.660
584.0,;2.966.666.666.666.660
584.0,;2950.0
585.0,;2925.0
585.0,;2.916.666.666.666.660
